GDP Electric
=============
PuaManaOhana,https://www.leafly.com/hybrid/gdp-electric/reviews/1733267,"“This very special new member of our HI Hybridz collection is a personal breeding project of one of our genetic specialists from the garden island of Kaua'i!



Grandaddy Purpz is a strain that needs no lengthy introduction, as she stocks shelves of dispensaries worldwide due to her heavy heady very berry Indica medicinal disposition. One of the most potent purple strains on Earth bred by California growers across da ...”"
