Silver Calyx
=============
Cascadierra,https://www.leafly.com/hybrid/silver-calyx/reviews/1505424,"“When my friend brought out the bag with the Silver Calyx, I swear I could see sparkles shinning reflecting out of the bag. Really beautiful light green buds with large peaking calyxes covered in thick coating of silver crystals. The name is well deserved. It has a bright and sharp citrus aroma that tingles the nostril. 
      I've smoked both through a water pipe and a joint and much prefer the joint cause the light ...”"
