Blue Raspberry
=============
BakedShae,https://www.leafly.com/hybrid/blue-raspberry-snow-cone/reviews/1702824,"“Easily the greatest strain available. I've had the Tryke Concentrates version of the cartridge (0.5g) for a month and still it's 1/2 full - tested 90%(±2.7) THC. 

The taste will OVERPOWER you and any room you're in. No other strain of Concentrates has ever lasted more than 15 seconds in a room before it disappears - not this one. Your NEIGHBORS may be able to smell this one. This is a radioactive yellow colored CO2 ...”"
