Kush Rise
=============
GreenPie,https://www.leafly.com/hybrid/kush-rise/reviews/1467054,"“Kush Rise from Helping Hands in Boulder...Thank you for this delight! Got a 1/4th and into the first bowl I was thinking how I need to get more already! The batch I picked up recently was at 23.02% THC with nugs looking so robust n' frosty white that I almost felt bad grinding them. 

I find it good for any time of the day when I just need to slow down a bit without totally compromising my thought process. A little b...”"
