Jack Burton
=============
HIM916,https://www.leafly.com/indica/jack-burton/reviews/1384076,"“So, a bud tender asked me if I wanted to try some of this strain. And my immediate response was, "You know what ol' Jack Burton always says at a time like this...? Bud tender said, "Who?" I said, "Jack Burton...Me!" -Bud tender was looking perplexed 😕. But, I kept going! I said,"Ol' Jack Burton always says...What the hell!" So, I grabbed an eighth just to give this strain an honest review. It's an indica-dom strain ...”"
levegas11,https://www.leafly.com/indica/jack-burton/reviews/1445391,"“This shit was amazing great for night time and you need to KO real quick”"
